Material,Month,Year,Unit Price,Unit Price (x 1000),Rate Card Price,Unit Rate Card Price,Amount Doc Curr (£),Invoice Receipt Quantity,Difference,diff x quant
353672,12,2022,0.0546,54.61004273504273,52.87,0.0529,5111.5,93600,-0.0017000000000000001,-159.12
421237,12,2022,0.0434,43.37008547008547,41.96,0.042,2537.15,58500,-0.0013999999999999985,-81.8999999999999
411627,12,2022,0.0425,42.45999614420667,41.1,0.0411,19821.6,466830,-0.0014000000000000054,-653.5620000000025
424499,12,2022,0.0425,42.46,41.1,0.0411,9935.64,234000,-0.0014000000000000054,-327.6000000000013
428716,12,2022,0.0272,27.219985875706215,26.36,0.0264,9250.44,339840,-0.0007999999999999986,-271.87199999999956
428715,12,2022,0.0272,27.219985875706215,26.36,0.0264,2312.61,84960,-0.0007999999999999986,-67.96799999999989
353672,12,2022,0.0546,54.60997150997151,52.87,0.0529,7667.24,140400,-0.0017000000000000001,-238.68
428716,12,2022,0.0272,27.220002690341673,26.36,0.0264,16188.28,594720,-0.0007999999999999986,-475.77599999999916
411627,12,2022,0.0425,42.46000149947518,41.1,0.0411,22653.26,533520,-0.0014000000000000054,-746.9280000000028
396399,12,2022,0.129,129.04001554001553,124.93,0.1249,13285.96,102960,-0.004100000000000006,-422.13600000000065
421237,12,2022,0.0434,43.37008547008547,41.96,0.042,2537.15,58500,-0.0013999999999999985,-81.8999999999999
425230,12,2022,0.1205,120.50997717254408,119.15,0.1192,24495.34,203264,-0.0012999999999999956,-264.2431999999991
425230,12,2022,0.1205,120.51000976562501,119.15,0.1192,24680.45,204800,-0.0012999999999999956,-266.2399999999991
394732,12,2022,0.4133,413.32990196078435,409.22,0.4092,8431.93,20400,-0.0040999999999999925,-83.63999999999984
394732,12,2022,0.4133,413.32990196078435,409.22,0.4092,8431.93,20400,-0.0040999999999999925,-83.63999999999984
394732,12,2022,0.4133,413.32990196078435,409.22,0.4092,8431.93,20400,-0.0040999999999999925,-83.63999999999984
394732,12,2022,0.4133,413.32990196078435,409.22,0.4092,8431.93,20400,-0.0040999999999999925,-83.63999999999984
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,1519.58,23552,0.036199999999999996,852.5823999999999
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,1519.58,23552,0.036199999999999996,852.5823999999999
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,1519.58,23552,0.036199999999999996,852.5823999999999
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,1519.58,23552,0.036199999999999996,852.5823999999999
417752,1,2022,0.0645,64.52008928571429,100.68,0.1007,2659.26,41216,0.036199999999999996,1492.0191999999997
417752,1,2022,0.0645,64.52008928571429,100.68,0.1007,2659.26,41216,0.036199999999999996,1492.0191999999997
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,759.79,11776,0.036199999999999996,426.29119999999995
421730,1,2022,0.0624,62.350260416666664,97.24,0.0972,1149.24,18432,0.0348,641.4336
421730,1,2022,0.0624,62.350260416666664,97.24,0.0972,1149.24,18432,0.0348,641.4336
417750,1,2022,0.0933,93.330078125,96.77,0.0968,2293.68,24576,0.003500000000000003,86.01600000000008
417750,1,2022,0.0933,93.330078125,96.77,0.0968,-2293.68,-24576,0.003500000000000003,-86.01600000000008
417752,1,2022,0.0645,64.51999830163044,100.68,0.1007,3039.15,47104,0.036199999999999996,1705.1647999999998
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.51999830163044,100.68,0.1007,3039.15,47104,0.036199999999999996,1705.1647999999998
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.51996797360249,100.68,0.1007,5318.51,82432,0.036199999999999996,2984.0383999999995
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.52008928571429,100.68,0.1007,2659.26,41216,0.036199999999999996,1492.0191999999997
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,1,2022,0.0645,64.52004076086956,100.68,0.1007,1899.47,29440,0.036199999999999996,1065.7279999999998
417752,1,2022,0.0645,64.52004076086956,100.68,0.1007,1899.47,29440,0.036199999999999996,1065.7279999999998
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,759.79,11776,0.036199999999999996,426.29119999999995
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,1519.58,23552,0.036199999999999996,852.5823999999999
417752,1,2022,0.0645,64.52004076086956,100.68,0.1007,1899.47,29440,0.036199999999999996,1065.7279999999998
417752,1,2022,0.0645,64.51936141304347,100.68,0.1007,379.89,5888,0.036199999999999996,213.14559999999997
417752,1,2022,0.0645,64.51936141304347,100.68,0.1007,379.89,5888,0.036199999999999996,213.14559999999997
417752,1,2022,0.0645,64.51936141304347,100.68,0.1007,379.89,5888,0.036199999999999996,213.14559999999997
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,759.79,11776,0.036199999999999996,426.29119999999995
417752,1,2022,0.0645,64.51936141304347,100.68,0.1007,379.89,5888,0.036199999999999996,213.14559999999997
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,759.79,11776,0.036199999999999996,426.29119999999995
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,759.79,11776,0.036199999999999996,426.29119999999995
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,1519.58,23552,0.036199999999999996,852.5823999999999
417752,1,2022,0.0645,64.5202105978261,100.68,0.1007,759.79,11776,0.036199999999999996,426.29119999999995
411567,2,2022,0.0425,42.46,41.1,0.0411,22355.19,526500,-0.0014000000000000054,-737.1000000000029
421237,2,2022,0.0434,43.37002849002849,41.96,0.042,7611.44,175500,-0.0013999999999999985,-245.69999999999973
424499,2,2022,0.0425,42.46,41.1,0.0411,4967.82,117000,-0.0014000000000000054,-163.80000000000064
428713,2,2022,0.0425,42.53999999999999,41.17,0.0412,36754.56,864000,-0.0013000000000000025,-1123.200000000002
425230,2,2022,0.1191,119.14999999999999,119.15,0.1192,24401.92,204800,0.00010000000000000286,20.480000000000587
425230,4,2022,0.1191,119.14999999999999,119.15,0.1192,24401.92,204800,0.00010000000000000286,20.480000000000587
425230,4,2022,0.1191,119.14999999999999,119.15,0.1192,24401.92,204800,0.00010000000000000286,20.480000000000587
411574,7,2022,0.0615,61.51581345942982,93.33,0.0933,7181.11,116736,0.031799999999999995,3712.2047999999995
402471,9,2022,0.1191,119.14999999999999,119.15,0.1192,24401.92,204800,0.00010000000000000286,20.480000000000587
402471,9,2022,0.1191,119.14999999999999,119.15,0.1192,24401.92,204800,0.00010000000000000286,20.480000000000587
402471,9,2022,0.1191,119.14999999999999,119.15,0.1192,24401.92,204800,0.00010000000000000286,20.480000000000587
417752,2,2022,0.0645,64.51984666149069,100.68,0.1007,2659.25,41216,0.036199999999999996,1492.0191999999997
421730,2,2022,0.0624,62.350260416666664,97.24,0.0972,1149.24,18432,0.0348,641.4336
417752,2,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,2,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
417752,2,2022,0.0645,64.51992753623189,100.68,0.1007,2279.36,35328,0.036199999999999996,1278.8736
439745,2,2022,0.1005,100.45001220703125,100.45,0.1004,16457.73,163840,-0.00010000000000000286,-16.38400000000047
425230,2,2022,0.1191,119.14999999999999,119.15,0.1192,12200.96,102400,0.00010000000000000286,10.240000000000293
425233,2,2022,0.0799,79.91004774305556,120.52,0.1205,7364.51,92160,0.0406,3741.696
417750,2,2022,0.0911,91.11875377415458,96.77,0.0968,9657.13,105984,0.005699999999999997,604.1087999999996
411574,2,2022,0.1422,142.158203125,93.33,0.0933,1746.84,12288,-0.0489,-600.8832
425230,2,2022,0.1191,119.14999999999999,119.15,0.1192,18301.44,153600,0.00010000000000000286,15.36000000000044
425230,2,2022,0.1191,119.14990234375,119.15,0.1192,2440.19,20480,0.00010000000000000286,2.0480000000000587
411574,2,2022,0.1007,100.69010416666666,93.33,0.0933,1778.59,17664,-0.007400000000000004,-130.71360000000007
411574,2,2022,0.1007,100.69010416666666,93.33,0.0933,1778.59,17664,-0.007400000000000004,-130.71360000000007
411574,2,2022,0.0953,95.31582446808511,93.33,0.0933,1146.84,12032,-0.0020000000000000018,-24.06400000000002
411574,2,2022,0.1007,100.69010416666666,93.33,0.0933,-1778.59,-17664,-0.007400000000000004,130.71360000000007
411574,2,2022,0.1007,100.69010416666666,93.33,0.0933,-1778.59,-17664,-0.007400000000000004,130.71360000000007
439745,2,2022,0.1005,100.45001775568183,100.45,0.1004,11314.69,112640,-0.00010000000000000286,-11.264000000000323
436804,2,2022,0.1194,119.44005684465569,180.13,0.1801,10253.69,85848,0.060700000000000004,5210.9736
425230,1,2022,0.1191,119.14995659722223,120.51,0.1205,10980.86,92160,0.0013999999999999985,129.02399999999986
394732,1,2022,0.4092,409.21992110453647,413.33,0.4133,4149.49,10140,0.0040999999999999925,41.57399999999993
425233,1,2022,0.1205,120.51996527777779,121.88,0.1219,11107.12,92160,0.0013999999999999985,129.02399999999986
425233,1,2022,0.0799,79.91004774305556,121.88,0.1219,-7364.51,-92160,0.041999999999999996,-3870.72
439743,1,2022,0.1168,116.78000957520891,118.14,0.1181,21465.1,183808,0.0012999999999999956,238.9503999999992
439745,1,2022,0.1005,100.45019531249999,101.32,0.1013,1028.61,10240,0.0007999999999999952,8.19199999999995
411567,1,2022,0.0411,41.099999999999994,42.46,0.0425,31256.55,760500,0.0014000000000000054,1064.7000000000041
421237,1,2022,0.042,41.959999999999994,43.37,0.0434,2454.66,58500,0.0013999999999999985,81.8999999999999
428715,1,2022,0.0264,26.369997645951035,27.22,0.0272,17923.16,679680,0.0007999999999999986,543.7439999999991
428716,1,2022,0.0264,26.369997645951035,27.22,0.0272,8961.58,339840,0.0007999999999999986,271.87199999999956
394732,1,2022,0.4092,409.2200980392157,413.33,0.4133,8348.09,20400,0.0040999999999999925,83.63999999999984
439743,1,2022,0.1168,116.77998707706767,118.14,0.1181,23856.75,204288,0.0012999999999999956,265.5743999999991
436805,1,2022,0.4353,435.25,439.36,0.4394,8879.1,20400,0.0040999999999999925,83.63999999999984
394732,1,2022,0.4092,409.2200980392157,413.33,0.4133,8348.09,20400,0.0040999999999999925,83.63999999999984
394732,1,2022,0.4092,409.2200980392157,413.33,0.4133,8348.09,20400,0.0040999999999999925,83.63999999999984
394732,1,2022,0.4092,409.2200980392157,413.33,0.4133,8348.09,20400,0.0040999999999999925,83.63999999999984
394732,1,2022,0.4092,409.2200980392157,413.33,0.4133,8348.09,20400,0.0040999999999999925,83.63999999999984
394732,1,2022,0.4092,409.2196078431373,413.33,0.4133,4174.04,10200,0.0040999999999999925,41.81999999999992
394734,1,2022,0.4434,443.3904761904762,447.5,0.4475,3724.48,8400,0.0040999999999999925,34.43999999999994
425230,4,2022,0.1191,119.14999999999999,119.15,0.1192,12200.96,102400,0.00010000000000000286,10.240000000000293
439745,7,2022,0.1005,100.45001775568183,100.45,0.1004,11314.69,112640,-0.00010000000000000286,-11.264000000000323
436805,11,2022,0.4352,435.24999999999994,435.25,0.4353,1775.82,4080,0.0001000000000000445,0.40800000000018155
425230,3,2022,0.1191,119.1499980370603,119.15,0.1192,24279.91,203776,0.00010000000000000286,20.377600000000584
439745,3,2022,0.1005,100.45000195802005,100.45,0.1004,20520.73,204288,-0.00010000000000000286,-20.428800000000585
425230,3,2022,0.1191,119.14999999999999,119.15,0.1192,24401.92,204800,0.00010000000000000286,20.480000000000587
425230,3,2022,0.1191,119.14999405139594,119.15,0.1192,24035.89,201728,0.00010000000000000286,20.172800000000578
